Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Gender,Relationship_Status,Hometown,Unit,Decision_skill_possess,Compensation_and_Benefits,Attrition_rate
25.0,3,6.0,1,21,0,2,9.0,1.0,5,0.7516,0.7075,2.0,2,6,3,0,0,1,2,3,2,
34.0,2,12.0,3,41,2,3,6.0,3.0,1,-0.1048,-0.4537,2.0,1,8,3,1,1,2,1,0,2,
54.0,2,27.0,4,31,0,3,8.0,1.0,3,-0.1048,1.8688,2.0,4,5,3,0,1,1,9,2,3,
45.0,4,10.0,3,66,1,4,2.0,2.0,3,1.6081,1.8688,2.0,2,7,3,1,0,2,9,1,2,
42.0,3,9.0,1,30,2,2,7.0,4.0,5,0.7516,-0.4537,2.0,3,8,3,0,0,3,3,0,2,
42.0,3,10.0,2,21,1,2,8.0,3.0,3,-0.9612,0.7075,2.0,4,8,5,0,1,3,10,0,2,
59.0,3,34.0,4,28,1,2,5.0,1.0,3,-1.8176,-0.4537,2.0,2,7,3,1,1,1,5,2,2,
45.0,4,13.0,4,64,1,1,3.0,4.0,3,-0.9612,-0.4537,2.0,2,6,4,0,0,2,10,2,2,
37.0,4,3.0,1,27,1,4,7.0,2.0,3,0.7516,1.8688,2.0,3,9,3,1,1,3,10,1,2,
25.0,3,6.0,3,39,1,2,5.0,4.0,1,-0.1048,-0.4537,2.0,4,7,3,1,0,2,2,0,2,
35.0,2,9.0,1,26,0,1,4.0,4.0,3,-0.1048,-0.4537,3.0,2,7,2,0,0,2,2,2,3,
60.0,1,26.0,4,46,1,2,9.0,1.0,3,-0.1048,-0.4537,2.0,3,8,3,1,1,4,4,1,2,
58.0,3,32.0,3,44,2,2,8.0,4.0,3,-1.8176,-2.7762,1.0,2,8,3,0,0,4,2,3,4,
28.0,4,5.0,3,23,1,3,9.0,2.0,4,-0.9612,-0.4537,2.0,1,8,2,0,0,3,3,2,2,
31.0,4,6.0,4,27,2,1,6.0,3.0,3,-1.8176,0.7075,2.0,3,6,2,0,0,2,8,1,3,
52.0,5,13.0,3,61,1,4,10.0,1.0,3,1.6081,-0.4537,2.0,3,8,3,0,1,2,10,1,2,
48.0,4,22.0,3,27,2,3,1.0,4.0,4,-0.1048,0.7075,2.0,3,5,3,1,1,1,8,2,4,
41.0,3,10.0,2,28,1,1,5.0,3.0,3,-0.1048,-0.4537,2.0,4,6,3,1,0,4,9,1,3,
55.0,3,32.0,4,35,1,2,6.0,2.0,3,-0.9612,0.7075,2.0,4,7,2,0,0,2,1,3,2,
26.0,3,3.0,3,67,1,3,5.0,4.0,3,-0.1048,-0.4537,2.0,3,8,4,0,0,2,0,0,2,
24.0,4,5.0,1,40,1,1,8.0,2.0,3,-0.9612,1.8688,1.0,3,7,4,1,0,3,3,3,2,
63.0,5,24.0,1,25,0,2,2.0,3.0,3,-0.1048,0.7075,2.0,3,7,3,0,1,2,2,3,2,
52.0,3,20.0,1,47,2,2,8.0,2.0,3,-0.1048,1.8688,2.0,4,7,3,1,0,0,5,3,4,
34.0,3,8.0,2,33,2,4,7.0,3.0,3,0.7516,-0.4537,2.0,2,7,3,1,0,2,0,2,2,
20.0,3,1.0,1,49,1,2,9.0,1.0,3,0.7516,-0.4537,1.0,1,8,3,1,0,1,10,1,2,
51.0,4,26.0,4,42,0,3,7.0,1.0,2,0.7516,0.7075,2.0,5,7,2,0,1,4,10,1,2,
38.0,3,12.0,1,41,0,2,3.0,1.0,2,0.7516,0.7075,1.0,2,5,3,1,0,3,2,1,3,
36.0,4,8.0,1,72,0,1,8.0,3.0,3,-0.9612,0.7075,2.0,1,7,3,1,0,1,10,0,2,
19.0,5,0.0,0,25,0,2,6.0,3.0,3,-1.8176,-2.7762,2.0,4,6,3,0,1,3,6,0,2,
25.0,4,6.0,4,54,1,3,7.0,1.0,3,0.7516,0.7075,2.0,3,8,5,1,1,3,10,0,3,
37.0,2,16.0,2,74,1,4,6.0,2.0,3,0.7516,-0.4537,2.0,2,8,3,1,0,1,10,1,3,
31.0,3,7.0,2,40,0,5,4.0,2.0,2,0.7516,-0.4537,1.0,4,6,1,1,0,2,0,1,2,
52.0,4,24.0,3,60,2,4,4.0,3.0,2,-0.1048,0.7075,1.0,3,9,3,0,1,3,7,1,3,
42.0,4,17.0,4,30,1,3,4.0,1.0,4,1.6081,1.8688,2.0,2,5,3,1,0,2,0,2,3,
32.0,4,3.0,1,59,1,3,8.0,4.0,4,0.7516,-0.4537,2.0,4,5,4,1,0,3,2,1,0,
20.0,2,1.0,1,66,2,2,9.0,1.0,3,-0.1048,-0.4537,2.0,2,8,5,0,0,3,0,1,2,
50.0,4,27.0,3,70,0,3,6.0,2.0,3,-0.1048,-0.4537,1.0,2,5,3,1,0,2,3,3,2,
37.0,2,9.0,3,64,1,3,6.0,1.0,3,-0.9612,-0.4537,2.0,2,9,3,1,0,2,2,1,2,
37.0,3,6.0,2,64,1,4,4.0,3.0,3,-0.1048,0.7075,3.0,3,7,3,0,1,1,3,2,2,
21.0,1,2.0,1,24,1,2,8.0,1.0,4,0.7516,1.8688,3.0,3,7,3,0,1,1,9,3,3,
58.0,3,26.0,3,74,2,3,6.0,3.0,3,1.6081,-0.4537,1.0,4,5,3,0,0,4,9,0,3,
39.0,1,10.0,2,71,1,5,5.0,5.0,3,-1.8176,-0.4537,2.0,4,6,5,1,1,2,3,2,3,
65.0,4,26.0,1,57,0,2,7.0,1.0,4,-0.1048,1.8688,2.0,4,8,2,1,0,1,2,2,3,
54.0,1,22.0,4,72,1,5,7.0,4.0,4,-0.9612,-0.4537,1.0,3,7,3,1,0,4,0,0,3,
53.0,5,15.0,2,28,1,4,4.0,1.0,4,-0.1048,-0.4537,2.0,2,7,3,1,1,4,10,1,3,
40.0,3,18.0,3,69,0,3,8.0,2.0,3,-1.8176,1.8688,3.0,4,8,3,0,0,3,10,2,3,
54.0,4,27.0,4,44,1,2,5.0,3.0,3,-1.8176,-0.4537,2.0,4,5,4,0,0,2,5,3,3,
38.0,3,3.0,3,29,1,3,6.0,1.0,2,-0.1048,-1.615,2.0,3,6,3,0,0,2,10,3,2,
59.0,3,23.0,2,35,0,3,5.0,2.0,3,0.7516,0.7075,1.0,2,8,3,0,0,2,3,1,3,
60.0,4,36.0,1,70,0,4,2.0,5.0,3,-0.1048,-0.4537,3.0,3,8,3,1,1,2,10,3,3,
45.0,3,23.0,4,21,0,4,6.0,2.0,4,0.7516,1.8688,1.0,3,7,3,0,0,2,7,1,3,
21.0,4,2.0,1,47,1,2,4.0,4.0,3,0.7516,-0.4537,2.0,4,8,5,0,1,2,3,0,2,
31.0,3,5.0,2,53,0,4,7.0,4.0,3,0.7516,0.7075,2.0,3,9,3,0,1,3,3,1,2,
38.0,4,6.0,3,57,1,3,8.0,3.0,3,-0.9612,-0.4537,2.0,2,9,3,0,0,3,2,0,2,
40.0,4,11.0,4,37,0,3,5.0,2.0,4,-0.9612,1.8688,3.0,3,8,3,1,1,1,3,2,2,
40.0,3,12.0,3,48,0,3,8.0,2.0,3,0.7516,0.7075,1.0,3,7,3,0,0,1,2,1,2,
65.0,4,33.0,3,59,0,2,5.0,1.0,2,0.7516,0.7075,2.0,1,8,3,0,0,3,9,2,3,
48.0,4,12.0,2,39,1,3,7.0,1.0,3,-1.8176,1.8688,2.0,2,5,4,1,1,0,5,2,2,
52.0,4,29.0,1,51,2,2,6.0,2.0,3,0.7516,0.7075,3.0,1,9,5,0,0,3,6,2,0,
42.0,5,13.0,2,73,1,3,9.0,1.0,3,-0.1048,-1.615,3.0,2,8,1,0,1,2,3,1,2,
24.0,2,5.0,3,38,1,2,4.0,2.0,3,-1.8176,-0.4537,2.0,2,5,3,0,0,1,3,3,3,
40.0,1,13.0,3,47,0,3,8.0,1.0,3,0.7516,-0.4537,1.0,2,8,3,1,0,3,2,1,1,
47.0,1,9.0,3,59,0,3,10.0,1.0,1,-1.8176,-0.4537,1.0,2,5,2,0,0,0,5,1,2,
35.0,4,9.0,3,21,1,3,5.0,1.0,3,1.6081,-2.7762,2.0,4,8,4,0,0,2,2,2,2,
26.0,4,4.0,4,35,2,5,7.0,4.0,3,-0.9612,-0.4537,2.0,4,9,3,0,0,2,3,1,3,
24.0,3,5.0,1,32,1,3,8.0,2.0,4,0.7516,0.7075,2.0,2,7,3,0,0,2,3,0,2,
62.0,3,32.0,3,50,1,2,5.0,2.0,4,-0.1048,-0.4537,2.0,1,5,3,1,1,1,5,1,2,
40.0,1,12.0,2,46,1,3,7.0,4.0,3,-0.1048,-1.615,2.0,3,8,3,0,1,0,9,1,4,
38.0,1,10.0,2,27,2,1,6.0,1.0,1,-0.1048,0.7075,2.0,3,8,2,1,0,3,0,0,2,
19.0,1,0.0,0,52,2,2,4.0,1.0,2,0.7516,0.7075,2.0,2,5,4,0,1,4,8,0,2,
42.0,3,10.0,3,67,0,3,9.0,1.0,3,-1.8176,-0.4537,3.0,2,7,3,0,0,1,3,3,3,
27.0,3,3.0,2,59,0,1,4.0,1.0,3,-0.1048,0.7075,2.0,2,8,5,0,1,3,3,0,2,
37.0,5,8.0,1,45,2,1,5.0,3.0,3,-0.9612,0.7075,2.0,4,8,3,1,0,0,10,1,3,
64.0,4,36.0,3,42,0,2,7.0,2.0,3,-1.8176,-0.4537,2.0,4,5,4,1,1,1,4,0,2,
21.0,3,2.0,2,40,2,1,5.0,3.0,2,0.7516,0.7075,2.0,3,7,5,1,1,1,3,1,2,
38.0,4,3.0,3,45,2,1,4.0,4.0,2,-0.9612,0.7075,1.0,3,7,3,1,1,2,7,2,2,
20.0,4,1.0,1,30,1,3,6.0,4.0,3,-1.8176,1.8688,1.0,3,6,2,0,0,4,10,3,2,
37.0,3,12.0,3,32,0,5,5.0,1.0,4,-0.9612,0.7075,2.0,3,8,2,1,0,0,7,1,3,
25.0,4,6.0,2,71,1,2,8.0,2.0,1,0.7516,-0.4537,2.0,4,7,3,0,0,2,7,1,1,
30.0,4,6.0,1,28,1,3,6.0,3.0,2,-0.1048,0.7075,2.0,2,6,3,1,0,3,1,1,4,
56.0,3,23.0,4,69,1,3,1.0,1.0,4,-0.9612,0.7075,3.0,2,5,3,0,0,2,0,1,2,
22.0,5,3.0,3,69,0,2,4.0,5.0,3,0.7516,-0.4537,3.0,3,5,3,0,0,0,10,0,2,
40.0,3,13.0,1,65,0,1,6.0,3.0,3,-1.8176,0.7075,2.0,2,8,3,1,0,2,6,0,2,
27.0,3,5.0,2,28,1,1,8.0,1.0,3,1.6081,0.7075,2.0,1,8,3,0,0,1,2,3,2,
47.0,3,21.0,2,68,1,2,4.0,1.0,3,-0.1048,1.8688,2.0,2,7,3,0,0,1,5,0,3,
35.0,5,7.0,3,53,1,3,8.0,3.0,3,0.7516,-0.4537,2.0,3,7,4,0,0,3,4,2,2,
22.0,3,3.0,3,59,1,3,7.0,3.0,1,-0.1048,-0.4537,1.0,2,6,3,1,1,3,2,1,3,
53.0,3,31.0,1,26,0,5,6.0,2.0,5,1.6081,-2.7762,2.0,3,8,3,1,0,3,4,1,2,
54.0,3,21.0,2,25,0,3,9.0,3.0,4,-0.1048,-0.4537,2.0,4,7,3,1,0,3,10,3,2,
28.0,5,6.0,1,72,0,3,4.0,1.0,3,-0.1048,1.8688,2.0,3,7,4,1,1,1,9,0,3,
45.0,4,9.0,1,48,0,3,9.0,2.0,3,-0.1048,0.7075,2.0,3,9,3,1,1,1,8,1,2,
37.0,3,10.0,2,68,2,3,5.0,5.0,3,-0.9612,-1.615,2.0,2,8,4,0,0,3,10,3,0,
60.0,4,25.0,2,65,0,3,6.0,2.0,3,-1.8176,-1.615,2.0,2,7,2,0,0,3,9,3,3,
47.0,1,9.0,4,34,1,3,5.0,1.0,3,-0.1048,0.7075,1.0,4,8,5,0,1,2,7,3,2,
33.0,3,5.0,4,35,1,3,7.0,3.0,3,0.7516,0.7075,2.0,3,7,3,1,0,2,5,0,3,
24.0,3,5.0,1,50,0,3,9.0,3.0,5,-0.9612,0.7075,2.0,3,6,3,0,0,1,3,1,2,
52.0,3,13.0,1,50,1,3,6.0,2.0,3,-1.8176,-0.4537,2.0,1,5,2,1,0,4,3,0,3,
32.0,3,4.0,4,60,0,4,7.0,4.0,3,0.7516,-1.615,2.0,2,7,3,1,0,1,10,1,2,
57.0,3,20.0,3,63,1,2,8.0,2.0,4,0.7516,0.7075,2.0,3,6,3,0,0,2,5,2,3,
46.0,4,10.0,2,60,1,2,6.0,3.0,3,0.7516,0.7075,2.0,3,8,2,1,0,3,7,1,2,
59.0,4,36.0,3,72,2,1,10.0,2.0,4,-0.9612,-0.4537,2.0,2,7,4,0,0,0,10,3,2,
27.0,2,3.0,2,66,1,3,3.0,3.0,5,0.7516,0.7075,2.0,4,8,3,0,1,0,0,0,2,
30.0,4,6.0,1,66,1,3,8.0,2.0,2,1.6081,-0.4537,2.0,4,9,3,0,0,1,4,1,3,
56.0,4,18.0,2,50,1,3,5.0,3.0,3,0.7516,1.8688,2.0,2,6,4,0,1,3,10,1,3,
32.0,4,8.0,3,47,0,2,8.0,2.0,4,0.7516,0.7075,1.0,4,7,4,1,0,3,8,0,3,
37.0,3,13.0,3,46,1,3,8.0,2.0,3,-0.9612,0.7075,1.0,4,8,3,1,1,3,11,3,2,
52.0,4,20.0,4,34,1,2,4.0,4.0,3,-0.1048,-0.4537,1.0,2,7,3,0,1,2,5,3,2,
47.0,2,24.0,3,26,1,4,4.0,3.0,3,-0.9612,0.7075,2.0,5,6,3,1,0,1,1,2,2,
54.0,4,21.0,4,61,1,4,6.0,3.0,5,0.7516,0.7075,3.0,3,5,2,0,1,3,3,1,3,
56.0,1,34.0,3,23,1,3,9.0,3.0,3,1.6081,-1.615,2.0,3,7,2,1,0,3,7,2,2,
23.0,1,4.0,3,27,0,3,8.0,2.0,3,0.7516,0.7075,2.0,1,8,3,1,0,1,3,3,2,
51.0,5,27.0,2,66,1,3,8.0,1.0,3,-1.8176,0.7075,2.0,4,8,5,0,0,2,3,0,3,
47.0,3,24.0,4,63,1,3,9.0,3.0,3,-0.9612,0.7075,2.0,2,6,3,0,0,0,5,2,2,
21.0,3,2.0,1,21,1,1,6.0,4.0,5,-0.9612,-2.7762,1.0,3,8,4,0,0,4,7,0,3,
33.0,5,10.0,1,27,2,2,6.0,1.0,3,0.7516,-0.4537,1.0,3,8,4,0,1,3,7,1,2,
40.0,5,18.0,1,46,1,2,5.0,4.0,5,-1.8176,-1.615,2.0,3,9,4,1,0,3,1,0,2,
30.0,3,6.0,4,73,1,2,10.0,3.0,5,0.7516,-0.4537,2.0,2,5,3,0,1,2,1,3,2,
65.0,3,40.0,3,30,0,5,4.0,1.0,3,-1.8176,-0.4537,1.0,4,6,3,1,1,0,5,3,2,
42.0,1,17.0,2,71,0,3,4.0,3.0,4,-0.1048,1.8688,2.0,2,5,5,0,1,2,5,3,2,
35.0,5,13.0,2,71,0,2,3.0,4.0,4,-0.1048,-0.4537,2.0,4,8,3,0,1,1,2,2,2,
28.0,4,4.0,4,63,1,4,7.0,3.0,2,-0.1048,-0.4537,1.0,3,6,2,0,0,1,8,2,3,
41.0,5,6.0,4,66,1,4,6.0,3.0,1,-0.9612,0.7075,1.0,3,7,3,0,1,1,9,0,2,
30.0,4,7.0,1,45,2,2,6.0,4.0,3,-0.1048,0.7075,2.0,4,7,3,0,1,0,10,1,2,
37.0,3,14.0,4,20,0,1,8.0,1.0,4,-0.1048,0.7075,2.0,1,7,4,1,0,2,2,2,3,
37.0,4,5.0,2,26,1,1,4.0,3.0,3,0.7516,1.8688,2.0,3,7,3,1,1,3,2,1,2,
56.0,5,34.0,4,48,1,1,5.0,2.0,1,-0.9612,-1.615,1.0,4,6,3,0,0,4,6,0,2,
41.0,2,7.0,2,26,1,3,5.0,3.0,3,-0.1048,-0.4537,1.0,1,8,3,0,1,2,1,3,2,
26.0,5,3.0,2,43,0,4,5.0,4.0,4,-0.1048,-0.4537,2.0,3,8,4,0,0,4,2,3,2,
61.0,5,36.0,2,66,1,4,6.0,1.0,2,0.7516,-0.4537,2.0,3,8,2,0,1,3,10,1,2,
52.0,5,15.0,1,20,1,1,6.0,1.0,3,-0.9612,0.7075,2.0,3,7,4,0,0,2,7,0,2,
52.0,4,29.0,4,30,0,3,5.0,3.0,3,-0.1048,1.8688,2.0,2,7,4,1,0,3,10,1,2,
31.0,3,6.0,4,44,1,2,7.0,3.0,5,0.7516,1.8688,2.0,3,7,3,0,1,3,5,3,2,
21.0,3,2.0,2,66,1,5,8.0,3.0,3,0.7516,-0.4537,2.0,3,8,4,0,1,1,3,3,3,
46.0,3,18.0,2,59,2,2,5.0,2.0,3,0.7516,0.7075,2.0,2,5,3,0,1,1,3,3,2,
21.0,3,2.0,1,55,0,5,7.0,1.0,3,0.7516,1.8688,2.0,2,9,3,0,1,2,1,0,3,
54.0,2,24.0,4,48,1,3,4.0,2.0,3,0.7516,0.7075,2.0,2,6,1,0,0,3,0,0,2,
37.0,5,7.0,2,51,0,1,4.0,2.0,4,0.7516,-0.4537,1.0,3,7,3,0,0,4,3,0,2,
27.0,5,4.0,1,31,1,5,4.0,4.0,3,0.7516,0.7075,1.0,3,7,4,1,0,1,7,0,4,
56.0,3,29.0,3,68,0,2,9.0,3.0,3,0.7516,0.7075,2.0,3,8,3,0,0,0,9,2,2,
44.0,3,14.0,3,46,0,1,5.0,1.0,3,0.7516,-0.4537,2.0,4,9,3,1,1,4,3,0,3,
42.0,1,19.0,4,65,0,4,8.0,5.0,3,-0.1048,0.7075,2.0,4,6,3,0,0,1,9,3,3,
37.0,2,18.0,1,42,1,2,8.0,1.0,3,0.7516,-1.615,2.0,2,8,3,0,0,2,3,2,4,
27.0,2,5.0,3,51,0,2,5.0,4.0,1,-0.1048,-0.4537,2.0,3,8,5,0,1,3,8,2,3,
47.0,3,13.0,2,41,0,3,1.0,3.0,3,-0.1048,0.7075,2.0,3,5,2,0,0,1,2,1,3,
37.0,3,14.0,4,44,1,1,2.0,3.0,2,0.7516,-1.615,2.0,1,5,3,1,0,3,1,0,3,
54.0,3,18.0,2,27,2,1,7.0,1.0,4,-0.1048,-0.4537,2.0,3,9,3,1,0,1,2,3,2,
32.0,5,9.0,3,36,1,2,8.0,1.0,3,0.7516,0.7075,2.0,4,8,3,1,0,4,0,3,2,
30.0,4,7.0,2,70,0,1,4.0,3.0,3,0.7516,-0.4537,2.0,2,6,3,0,0,2,1,3,2,
24.0,5,5.0,1,73,1,2,6.0,4.0,3,0.7516,-0.4537,2.0,2,8,3,0,0,2,10,0,2,
22.0,4,3.0,1,49,2,4,8.0,3.0,3,0.7516,0.7075,1.0,3,7,4,0,1,2,3,1,3,
41.0,3,2.0,1,54,1,1,5.0,1.0,3,0.7516,0.7075,1.0,2,9,3,0,0,0,2,0,2,
26.0,1,4.0,2,74,1,5,9.0,2.0,4,0.7516,-0.4537,3.0,2,8,3,1,0,1,3,1,2,
49.0,2,11.0,2,42,0,1,4.0,1.0,3,-0.1048,0.7075,1.0,3,9,3,0,0,2,0,3,2,
42.0,3,4.0,4,58,0,1,7.0,4.0,4,-1.8176,-0.4537,3.0,3,7,5,0,0,4,10,3,2,
37.0,4,12.0,4,39,1,3,4.0,3.0,2,0.7516,-0.4537,2.0,3,7,3,0,1,3,9,2,3,
28.0,4,6.0,2,55,1,2,4.0,4.0,2,-1.8176,-0.4537,2.0,3,8,4,0,0,3,8,0,2,
46.0,4,7.0,2,56,0,1,5.0,4.0,3,0.7516,0.7075,2.0,4,8,5,0,1,1,1,0,2,
42.0,5,10.0,1,56,0,2,8.0,2.0,5,-0.9612,-0.4537,2.0,3,8,4,1,0,3,7,1,3,
60.0,5,29.0,4,70,1,1,8.0,3.0,3,0.7516,-0.4537,1.0,4,8,4,1,1,1,9,1,2,
42.0,1,19.0,1,70,1,2,8.0,1.0,3,-0.1048,-0.4537,2.0,4,7,3,0,1,0,3,2,3,
26.0,2,2.0,1,23,1,5,9.0,4.0,1,-0.1048,1.8688,2.0,4,6,4,0,0,1,10,2,2,
30.0,3,8.0,2,65,1,3,6.0,3.0,3,-1.8176,-0.4537,2.0,3,9,3,1,0,3,2,0,3,
64.0,4,32.0,2,31,1,4,10.0,1.0,3,0.7516,0.7075,2.0,1,6,2,1,0,4,0,1,3,
39.0,1,15.0,1,41,1,1,7.0,1.0,3,-0.1048,0.7075,2.0,3,5,3,0,1,2,3,0,3,
27.0,2,5.0,1,26,2,4,5.0,1.0,3,-1.8176,0.7075,2.0,3,6,2,0,0,4,2,3,2,
31.0,2,3.0,2,26,1,2,4.0,2.0,2,-0.1048,-0.4537,2.0,4,5,3,0,0,2,0,3,4,
45.0,3,13.0,4,22,1,2,5.0,1.0,3,0.7516,0.7075,2.0,3,8,1,0,0,2,10,0,3,
60.0,4,23.0,3,65,1,3,9.0,3.0,3,-0.1048,0.7075,3.0,4,6,2,0,1,3,3,2,2,
20.0,3,1.0,1,34,2,4,5.0,3.0,5,0.7516,-0.4537,2.0,2,5,3,0,0,2,10,0,2,
36.0,4,9.0,2,71,1,1,7.0,3.0,3,-1.8176,-0.4537,2.0,2,5,3,0,0,1,10,0,2,
53.0,5,14.0,2,25,0,2,5.0,3.0,2,-0.1048,-0.4537,2.0,1,9,3,1,1,3,8,0,2,
23.0,3,4.0,1,23,1,5,6.0,3.0,3,-0.1048,-1.615,2.0,1,8,2,1,0,2,10,3,3,
19.0,4,0.0,0,68,1,1,6.0,2.0,4,-1.8176,-0.4537,2.0,2,8,3,0,0,0,3,0,0,
47.0,3,19.0,1,20,0,2,1.0,1.0,3,1.6081,-0.4537,1.0,2,7,3,1,0,4,5,3,0,
37.0,1,15.0,1,22,1,2,8.0,1.0,3,0.7516,1.8688,2.0,4,7,3,0,1,3,5,1,3,
53.0,1,21.0,1,64,0,2,4.0,2.0,2,0.7516,-0.4537,2.0,3,5,4,1,1,2,3,3,2,
35.0,3,6.0,2,66,1,3,10.0,4.0,2,-0.1048,-0.4537,2.0,2,7,3,1,0,2,10,3,4,
58.0,4,22.0,1,69,0,1,3.0,1.0,4,-0.9612,-0.4537,2.0,2,8,3,1,1,3,7,2,3,
59.0,3,33.0,1,56,1,3,4.0,2.0,3,0.7516,-1.615,3.0,2,8,4,1,0,4,3,3,2,
49.0,4,12.0,1,39,1,5,4.0,1.0,3,-0.9612,-0.4537,2.0,2,6,4,0,0,0,3,3,2,
30.0,4,7.0,4,30,1,4,6.0,3.0,3,-1.8176,-1.615,2.0,4,7,3,1,1,2,2,1,2,
32.0,4,7.0,2,23,1,5,6.0,2.0,3,-0.1048,-0.4537,2.0,1,8,5,0,0,4,2,2,3,
26.0,3,4.0,3,23,1,3,8.0,1.0,4,-0.1048,-0.4537,1.0,2,7,5,1,0,0,9,0,3,
33.0,5,9.0,1,26,0,4,7.0,4.0,3,1.6081,0.7075,1.0,3,5,5,0,0,0,5,1,2,
20.0,4,1.0,1,43,1,3,5.0,2.0,3,0.7516,-1.615,2.0,1,6,4,0,1,2,5,2,2,
40.0,4,17.0,4,31,2,3,4.0,4.0,3,0.7516,0.7075,2.0,3,7,3,1,0,1,10,0,4,
28.0,4,6.0,1,60,2,3,4.0,5.0,4,-0.1048,0.7075,1.0,2,8,3,1,1,3,10,0,3,
55.0,4,29.0,1,61,0,5,7.0,3.0,3,-0.9612,0.7075,2.0,3,8,4,0,1,2,8,2,3,
21.0,4,2.0,2,25,1,3,8.0,1.0,3,-0.9612,-0.4537,2.0,4,5,2,1,1,3,1,3,2,
31.0,3,2.0,2,67,1,3,5.0,2.0,3,-1.8176,-0.4537,1.0,2,5,3,0,0,1,1,0,2,
55.0,4,16.0,3,33,1,4,7.0,1.0,3,0.7516,-0.4537,2.0,2,6,3,1,0,4,10,3,2,
57.0,5,34.0,2,41,0,4,6.0,3.0,3,-1.8176,0.7075,2.0,5,7,3,1,0,3,7,3,4,
24.0,4,5.0,3,59,1,3,4.0,3.0,4,-0.1048,0.7075,2.0,4,8,3,1,0,2,2,3,2,
30.0,3,8.0,3,44,1,4,8.0,3.0,1,-0.1048,0.7075,2.0,3,7,5,0,0,1,2,1,2,
23.0,4,4.0,3,38,1,5,7.0,1.0,3,0.7516,-0.4537,2.0,3,7,3,0,0,1,2,1,2,
32.0,3,9.0,2,35,1,4,6.0,1.0,1,-0.1048,-0.4537,2.0,3,7,3,1,0,1,9,1,3,
57.0,3,30.0,3,50,1,1,6.0,3.0,2,-0.1048,-1.615,2.0,4,6,5,0,1,0,3,2,3,
36.0,4,12.0,4,41,1,3,9.0,3.0,5,-0.1048,-0.4537,2.0,2,7,1,0,1,2,8,1,2,
39.0,3,15.0,4,68,1,2,6.0,2.0,3,0.7516,-0.4537,1.0,2,7,4,0,0,2,3,3,2,
65.0,4,31.0,3,58,2,5,5.0,1.0,4,-1.8176,-0.4537,2.0,4,8,5,1,1,0,5,0,3,
31.0,3,7.0,2,71,1,5,7.0,4.0,3,0.7516,-0.4537,2.0,4,9,3,0,0,2,10,0,2,
39.0,4,11.0,4,41,0,2,7.0,2.0,3,1.6081,1.8688,2.0,2,8,3,1,0,3,7,3,4,
62.0,4,34.0,2,35,0,1,7.0,1.0,3,-0.1048,0.7075,2.0,3,9,4,1,1,3,3,2,4,
57.0,1,19.0,4,55,1,3,8.0,2.0,3,-0.9612,-0.4537,3.0,2,5,1,0,1,0,2,3,4,
31.0,3,9.0,1,46,1,3,3.0,1.0,3,-0.1048,0.7075,1.0,2,6,3,1,0,3,9,3,2,
65.0,3,31.0,4,34,1,2,8.0,2.0,3,-0.1048,-0.4537,2.0,3,5,3,0,1,1,6,1,3,
37.0,4,6.0,2,68,1,2,3.0,1.0,3,0.7516,0.7075,2.0,2,9,3,1,1,4,9,3,2,
38.0,4,18.0,3,47,0,3,4.0,4.0,3,0.7516,0.7075,2.0,3,5,3,1,0,1,3,0,3,
35.0,4,8.0,2,60,1,5,6.0,3.0,3,-0.1048,0.7075,2.0,3,7,3,1,1,0,11,1,3,
45.0,2,14.0,2,48,1,3,7.0,2.0,3,0.7516,0.7075,2.0,1,8,3,1,0,4,9,0,0,
56.0,3,34.0,4,48,0,3,8.0,4.0,3,-0.1048,-0.4537,1.0,2,8,4,0,0,0,5,1,2,
45.0,3,6.0,2,44,0,2,4.0,3.0,2,0.7516,0.7075,2.0,1,6,3,0,0,2,7,0,2,
31.0,4,3.0,3,40,0,4,4.0,1.0,4,-0.1048,1.8688,3.0,2,7,3,1,0,2,3,2,2,
56.0,2,25.0,1,42,2,3,6.0,1.0,2,-1.8176,0.7075,2.0,2,7,2,0,0,4,2,2,2,
65.0,1,41.0,4,70,1,2,5.0,3.0,2,0.7516,-0.4537,2.0,2,7,4,0,0,1,5,2,2,
27.0,5,4.0,3,57,1,5,5.0,1.0,3,-0.9612,-0.4537,2.0,1,7,2,1,0,2,10,1,2,
65.0,3,31.0,3,51,1,5,4.0,1.0,3,0.7516,1.8688,2.0,5,6,3,0,1,1,8,1,3,
19.0,2,0.0,0,47,1,5,9.0,1.0,4,-0.1048,0.7075,2.0,2,7,1,0,0,2,4,1,2,
65.0,2,37.0,2,51,1,3,8.0,2.0,4,0.7516,0.7075,1.0,3,7,3,0,0,2,9,2,3,
61.0,3,35.0,2,74,1,2,8.0,1.0,3,0.7516,-0.4537,2.0,3,8,4,0,0,2,7,1,2,
49.0,5,11.0,1,46,1,5,7.0,1.0,3,-0.1048,0.7075,1.0,3,7,3,0,0,3,3,0,2,
51.0,5,22.0,3,65,1,1,7.0,3.0,3,-0.9612,-0.4537,3.0,3,8,3,0,0,3,0,0,3,
21.0,3,2.0,2,68,1,2,7.0,1.0,3,-0.1048,0.7075,2.0,3,6,3,0,0,2,2,2,2,
